FromBIC,ToBIC,TimeTakenInMinutes,Charges
HSBCGB2LXXX,HELADEF1RRS,69,14
HELADEF1RRS,HSBCGB2LXXX,69,10
SBININBBFXD,HELADEF1RRS,222,15
HELADEF1RRS,SBININBBFXD,222,10
ANZBAU3MXXX,HELADEF1RRS,222,13
HELADEF1RRS,ANZBAU3MXXX,222,10
BOTKJPJTXXX,HELADEF1RRS,67,15
HELADEF1RRS,BOTKJPJTXXX,67,10
BARCGB22XXX,HELADEF1RRS,135,18
HELADEF1RRS,BARCGB22XXX,135,10
SMBCJPJTXXX,HELADEF1RRS,93,14
HELADEF1RRS,SMBCJPJTXXX,93,10
CUSCAU2SXXX,HELADEF1RRS,99,20
HELADEF1RRS,CUSCAU2SXXX,99,10
ICICINBBCTS,HELADEF1RRS,200,20
HELADEF1RRS,ICICINBBCTS,200,10
WFBIUS6SXXX,HELADEF1RRS,172,15
HELADEF1RRS,WFBIUS6SXXX,172,10
ABOCCNBJXXX,HELADEF1RRS,73,10
HELADEF1RRS,ABOCCNBJXXX,73,10
BKCHCNBJXXX,HELADEF1RRS,143,12
HELADEF1RRS,BKCHCNBJXXX,143,10
BOFAUS3NXXX,HELADEF1RRS,134,12
HELADEF1RRS,BOFAUS3NXXX,134,10
BAFUCH22XXX,HELADEF1RRS,143,14
HELADEF1RRS,BAFUCH22XXX,143,10
UTIBINBBXXX,HELADEF1RRS,168,15
HELADEF1RRS,UTIBINBBXXX,168,10
CITIUS33XXX,HELADEF1RRS,211,10
HELADEF1RRS,CITIUS33XXX,211,10
CHASUS33XXX,HELADEF1RRS,161,14
HELADEF1RRS,CHASUS33XXX,161,10
HDFCINBBXXX,HELADEF1RRS,96,20
HELADEF1RRS,HDFCINBBXXX,96,10
UBSWCHZH80A,HELADEF1RRS,205,17
HELADEF1RRS,UBSWCHZH80A,205,10
CCBCCNBJXXX,HELADEF1RRS,181,13
HELADEF1RRS,CCBCCNBJXXX,181,10
RABONL2UXXX,HELADEF1RRS,72,17
HELADEF1RRS,RABONL2UXXX,72,10
RBOSGB2LXXX,HELADEF1RRS,234,11
HELADEF1RRS,RBOSGB2LXXX,234,10
SOGEFRPPXXX,HELADEF1RRS,146,19
HELADEF1RRS,SOGEFRPPXXX,146,10
MIDLGB22XXX,HELADEF1RRS,129,13
HELADEF1RRS,MIDLGB22XXX,129,10
WPACAU2SXXX,HELADEF1RRS,124,20
HELADEF1RRS,WPACAU2SXXX,124,10
INGBNL2AXXX,HELADEF1RRS,228,14
HELADEF1RRS,INGBNL2AXXX,228,10
PCBCCNBJXXX,HELADEF1RRS,225,20
HELADEF1RRS,PCBCCNBJXXX,225,10
IRVTUS3NXXX,BOFAUS3NXXX,22,14
BOFAUS3NXXX,IRVTUS3NXXX,22,12
NFBKUS33XXX,BOFAUS3NXXX,119,19
BOFAUS3NXXX,NFBKUS33XXX,119,12
WFBIUS6SXXX,BOFAUS3NXXX,115,15
BOFAUS3NXXX,WFBIUS6SXXX,115,12
CIBCUS33XXX,BOFAUS3NXXX,33,10
BOFAUS3NXXX,CIBCUS33XXX,33,12
GFSIUS4PXXX,BOFAUS3NXXX,121,12
BOFAUS3NXXX,GFSIUS4PXXX,121,12
CITIUS33XXX,BOFAUS3NXXX,122,10
BOFAUS3NXXX,CITIUS33XXX,122,12
CHASUS33XXX,BOFAUS3NXXX,20,14
BOFAUS3NXXX,CHASUS33XXX,20,12
USBKUS44XXX,BOFAUS3NXXX,109,18
BOFAUS3NXXX,USBKUS44XXX,109,12
BNPAFRPPXXX,BOFAUS3NXXX,235,18
BOFAUS3NXXX,BNPAFRPPXXX,235,12
KNABNL2HXXX,BOFAUS3NXXX,152,16
BOFAUS3NXXX,KNABNL2HXXX,152,12
MHCBJPJTXXX,BOFAUS3NXXX,60,15
BOFAUS3NXXX,MHCBJPJTXXX,60,12
ABNANL2AXXX,BOFAUS3NXXX,94,16
BOFAUS3NXXX,ABNANL2AXXX,94,12
DEUTDEBBXXX,BOFAUS3NXXX,111,15
BOFAUS3NXXX,DEUTDEBBXXX,111,12
MMTOJPJTXXX,BOFAUS3NXXX,173,20
BOFAUS3NXXX,MMTOJPJTXXX,173,12
NATAAU3302S,BOFAUS3NXXX,107,16
BOFAUS3NXXX,NATAAU3302S,107,12
BLKBCH22XXX,BOFAUS3NXXX,195,17
BOFAUS3NXXX,BLKBCH22XXX,195,12
CRESCHZZXXX,BOFAUS3NXXX,66,11
BOFAUS3NXXX,CRESCHZZXXX,66,12
CRLYFRPPXXX,BOFAUS3NXXX,190,12
BOFAUS3NXXX,CRLYFRPPXXX,190,12
AGRIFRPPXXX,BOFAUS3NXXX,123,11
BOFAUS3NXXX,AGRIFRPPXXX,123,12
HSBCGB2LXXX,BOFAUS3NXXX,217,14
BOFAUS3NXXX,HSBCGB2LXXX,217,12
SBININBBFXD,BOFAUS3NXXX,111,15
BOFAUS3NXXX,SBININBBFXD,111,12
ANZBAU3MXXX,BOFAUS3NXXX,160,13
BOFAUS3NXXX,ANZBAU3MXXX,160,12
BOTKJPJTXXX,BOFAUS3NXXX,182,15
BOFAUS3NXXX,BOTKJPJTXXX,182,12
BARCGB22XXX,BOFAUS3NXXX,233,18
BOFAUS3NXXX,BARCGB22XXX,233,12
SMBCJPJTXXX,BOFAUS3NXXX,172,14
BOFAUS3NXXX,SMBCJPJTXXX,172,12
CUSCAU2SXXX,BOFAUS3NXXX,175,20
BOFAUS3NXXX,CUSCAU2SXXX,175,12
ICICINBBCTS,BOFAUS3NXXX,138,20
BOFAUS3NXXX,ICICINBBCTS,138,12
ABOCCNBJXXX,BOFAUS3NXXX,61,10
BOFAUS3NXXX,ABOCCNBJXXX,61,12
BKCHCNBJXXX,BOFAUS3NXXX,240,12
BOFAUS3NXXX,BKCHCNBJXXX,240,12
HYVEDEMMXXX,BOFAUS3NXXX,125,10
BOFAUS3NXXX,HYVEDEMMXXX,125,12
HELADEF1RRS,BOFAUS3NXXX,227,10
BOFAUS3NXXX,HELADEF1RRS,227,12
BAFUCH22XXX,BOFAUS3NXXX,77,14
BOFAUS3NXXX,BAFUCH22XXX,77,12
UTIBINBBXXX,BOFAUS3NXXX,107,15
BOFAUS3NXXX,UTIBINBBXXX,107,12
HDFCINBBXXX,BOFAUS3NXXX,204,20
BOFAUS3NXXX,HDFCINBBXXX,204,12
UBSWCHZH80A,BOFAUS3NXXX,112,17
BOFAUS3NXXX,UBSWCHZH80A,112,12
CCBCCNBJXXX,BOFAUS3NXXX,93,13
BOFAUS3NXXX,CCBCCNBJXXX,93,12
RABONL2UXXX,BOFAUS3NXXX,192,17
BOFAUS3NXXX,RABONL2UXXX,192,12
RBOSGB2LXXX,BOFAUS3NXXX,128,11
BOFAUS3NXXX,RBOSGB2LXXX,128,12
SOGEFRPPXXX,BOFAUS3NXXX,61,19
BOFAUS3NXXX,SOGEFRPPXXX,61,12
MIDLGB22XXX,BOFAUS3NXXX,186,13
BOFAUS3NXXX,MIDLGB22XXX,186,12
COBADEFFXXX,BOFAUS3NXXX,221,19
BOFAUS3NXXX,COBADEFFXXX,221,12
WPACAU2SXXX,BOFAUS3NXXX,62,20
BOFAUS3NXXX,WPACAU2SXXX,62,12
INGBNL2AXXX,BOFAUS3NXXX,220,14
BOFAUS3NXXX,INGBNL2AXXX,220,12
PCBCCNBJXXX,BOFAUS3NXXX,91,20
BOFAUS3NXXX,PCBCCNBJXXX,91,12
RABOCHGGXXX,BAFUCH22XXX,87,18
BAFUCH22XXX,RABOCHGGXXX,87,14
BLKBCH22XXX,BAFUCH22XXX,27,17
BAFUCH22XXX,BLKBCH22XXX,27,14
CRESCHZZXXX,BAFUCH22XXX,121,11
BAFUCH22XXX,CRESCHZZXXX,121,14
BCVACH2LXXX,BAFUCH22XXX,91,18
BAFUCH22XXX,BCVACH2LXXX,91,14
BCVSCH2LXXX,BAFUCH22XXX,115,15
BAFUCH22XXX,BCVSCH2LXXX,115,14
UBSWCHZH80A,BAFUCH22XXX,43,17
BAFUCH22XXX,UBSWCHZH80A,43,14
ABBECHZZXXX,BAFUCH22XXX,76,14
BAFUCH22XXX,ABBECHZZXXX,76,14
BNPAFRPPXXX,BAFUCH22XXX,88,18
BAFUCH22XXX,BNPAFRPPXXX,88,14
KNABNL2HXXX,BAFUCH22XXX,209,16
BAFUCH22XXX,KNABNL2HXXX,209,14
MHCBJPJTXXX,BAFUCH22XXX,100,15
BAFUCH22XXX,MHCBJPJTXXX,100,14
ABNANL2AXXX,BAFUCH22XXX,80,16
BAFUCH22XXX,ABNANL2AXXX,80,14
DEUTDEBBXXX,BAFUCH22XXX,141,15
BAFUCH22XXX,DEUTDEBBXXX,141,14
MMTOJPJTXXX,BAFUCH22XXX,215,20
BAFUCH22XXX,MMTOJPJTXXX,215,14
NATAAU3302S,BAFUCH22XXX,158,16
BAFUCH22XXX,NATAAU3302S,158,14
CRLYFRPPXXX,BAFUCH22XXX,143,12
BAFUCH22XXX,CRLYFRPPXXX,143,14
AGRIFRPPXXX,BAFUCH22XXX,215,11
BAFUCH22XXX,AGRIFRPPXXX,215,14
HSBCGB2LXXX,BAFUCH22XXX,224,14
BAFUCH22XXX,HSBCGB2LXXX,224,14
SBININBBFXD,BAFUCH22XXX,129,15
BAFUCH22XXX,SBININBBFXD,129,14
ANZBAU3MXXX,BAFUCH22XXX,233,13
BAFUCH22XXX,ANZBAU3MXXX,233,14
BOTKJPJTXXX,BAFUCH22XXX,91,15
BAFUCH22XXX,BOTKJPJTXXX,91,14
BARCGB22XXX,BAFUCH22XXX,93,18
BAFUCH22XXX,BARCGB22XXX,93,14
SMBCJPJTXXX,BAFUCH22XXX,104,14
BAFUCH22XXX,SMBCJPJTXXX,104,14
CUSCAU2SXXX,BAFUCH22XXX,125,20
BAFUCH22XXX,CUSCAU2SXXX,125,14
ICICINBBCTS,BAFUCH22XXX,226,20
BAFUCH22XXX,ICICINBBCTS,226,14
WFBIUS6SXXX,BAFUCH22XXX,173,15
BAFUCH22XXX,WFBIUS6SXXX,173,14
ABOCCNBJXXX,BAFUCH22XXX,126,10
BAFUCH22XXX,ABOCCNBJXXX,126,14
BKCHCNBJXXX,BAFUCH22XXX,171,12
BAFUCH22XXX,BKCHCNBJXXX,171,14
HYVEDEMMXXX,BAFUCH22XXX,153,10
BAFUCH22XXX,HYVEDEMMXXX,153,14
HELADEF1RRS,BAFUCH22XXX,128,10
BAFUCH22XXX,HELADEF1RRS,128,14
BOFAUS3NXXX,BAFUCH22XXX,150,12
BAFUCH22XXX,BOFAUS3NXXX,150,14
UTIBINBBXXX,BAFUCH22XXX,185,15
BAFUCH22XXX,UTIBINBBXXX,185,14
CITIUS33XXX,BAFUCH22XXX,63,10
BAFUCH22XXX,CITIUS33XXX,63,14
CHASUS33XXX,BAFUCH22XXX,177,14
BAFUCH22XXX,CHASUS33XXX,177,14
HDFCINBBXXX,BAFUCH22XXX,172,20
BAFUCH22XXX,HDFCINBBXXX,172,14
CCBCCNBJXXX,BAFUCH22XXX,185,13
BAFUCH22XXX,CCBCCNBJXXX,185,14
RABONL2UXXX,BAFUCH22XXX,154,17
BAFUCH22XXX,RABONL2UXXX,154,14
RBOSGB2LXXX,BAFUCH22XXX,222,11
BAFUCH22XXX,RBOSGB2LXXX,222,14
SOGEFRPPXXX,BAFUCH22XXX,103,19
BAFUCH22XXX,SOGEFRPPXXX,103,14
MIDLGB22XXX,BAFUCH22XXX,182,13
BAFUCH22XXX,MIDLGB22XXX,182,14
COBADEFFXXX,BAFUCH22XXX,191,19
BAFUCH22XXX,COBADEFFXXX,191,14
WPACAU2SXXX,BAFUCH22XXX,144,20
BAFUCH22XXX,WPACAU2SXXX,144,14
INGBNL2AXXX,BAFUCH22XXX,202,14
BAFUCH22XXX,INGBNL2AXXX,202,14
PCBCCNBJXXX,BAFUCH22XXX,91,20
BAFUCH22XXX,PCBCCNBJXXX,91,14
ADDBINBBXXX,UTIBINBBXXX,49,19
UTIBINBBXXX,ADDBINBBXXX,49,15
SBININBBFXD,UTIBINBBXXX,50,15
UTIBINBBXXX,SBININBBFXD,50,15
KKBKINBBXXX,UTIBINBBXXX,87,17
UTIBINBBXXX,KKBKINBBXXX,87,15
INDBINBBBBI,UTIBINBBXXX,32,10
UTIBINBBXXX,INDBINBBBBI,32,15
ICICINBBCTS,UTIBINBBXXX,39,20
UTIBINBBXXX,ICICINBBCTS,39,15
CORPINBBXXX,UTIBINBBXXX,12,15
UTIBINBBXXX,CORPINBBXXX,12,15
UTIBINBBTCP,UTIBINBBXXX,26,19
UTIBINBBXXX,UTIBINBBTCP,26,15
HDFCINBBXXX,UTIBINBBXXX,60,20
UTIBINBBXXX,HDFCINBBXXX,60,15
IDIBINBBTSY,UTIBINBBXXX,35,17
UTIBINBBXXX,IDIBINBBTSY,35,15
BNPAFRPPXXX,UTIBINBBXXX,129,18
UTIBINBBXXX,BNPAFRPPXXX,129,15
KNABNL2HXXX,UTIBINBBXXX,200,16
UTIBINBBXXX,KNABNL2HXXX,200,15
MHCBJPJTXXX,UTIBINBBXXX,83,15
UTIBINBBXXX,MHCBJPJTXXX,83,15
ABNANL2AXXX,UTIBINBBXXX,62,16
UTIBINBBXXX,ABNANL2AXXX,62,15
DEUTDEBBXXX,UTIBINBBXXX,86,15
UTIBINBBXXX,DEUTDEBBXXX,86,15
MMTOJPJTXXX,UTIBINBBXXX,194,20
UTIBINBBXXX,MMTOJPJTXXX,194,15
NATAAU3302S,UTIBINBBXXX,156,16
UTIBINBBXXX,NATAAU3302S,156,15
BLKBCH22XXX,UTIBINBBXXX,154,17
UTIBINBBXXX,BLKBCH22XXX,154,15
CRESCHZZXXX,UTIBINBBXXX,104,11
UTIBINBBXXX,CRESCHZZXXX,104,15
CRLYFRPPXXX,UTIBINBBXXX,100,12
UTIBINBBXXX,CRLYFRPPXXX,100,15
AGRIFRPPXXX,UTIBINBBXXX,158,11
UTIBINBBXXX,AGRIFRPPXXX,158,15
HSBCGB2LXXX,UTIBINBBXXX,222,14
UTIBINBBXXX,HSBCGB2LXXX,222,15
ANZBAU3MXXX,UTIBINBBXXX,212,13
UTIBINBBXXX,ANZBAU3MXXX,212,15
BOTKJPJTXXX,UTIBINBBXXX,102,15
UTIBINBBXXX,BOTKJPJTXXX,102,15
BARCGB22XXX,UTIBINBBXXX,135,18
UTIBINBBXXX,BARCGB22XXX,135,15
SMBCJPJTXXX,UTIBINBBXXX,193,14
UTIBINBBXXX,SMBCJPJTXXX,193,15
CUSCAU2SXXX,UTIBINBBXXX,146,20
UTIBINBBXXX,CUSCAU2SXXX,146,15
WFBIUS6SXXX,UTIBINBBXXX,76,15
UTIBINBBXXX,WFBIUS6SXXX,76,15
ABOCCNBJXXX,UTIBINBBXXX,143,10
UTIBINBBXXX,ABOCCNBJXXX,143,15
BKCHCNBJXXX,UTIBINBBXXX,230,12
UTIBINBBXXX,BKCHCNBJXXX,230,15
HYVEDEMMXXX,UTIBINBBXXX,219,10
UTIBINBBXXX,HYVEDEMMXXX,219,15
HELADEF1RRS,UTIBINBBXXX,175,10
UTIBINBBXXX,HELADEF1RRS,175,15
BOFAUS3NXXX,UTIBINBBXXX,108,12
UTIBINBBXXX,BOFAUS3NXXX,108,15
BAFUCH22XXX,UTIBINBBXXX,98,14
UTIBINBBXXX,BAFUCH22XXX,98,15
CITIUS33XXX,UTIBINBBXXX,110,10
UTIBINBBXXX,CITIUS33XXX,110,15
CHASUS33XXX,UTIBINBBXXX,141,14
UTIBINBBXXX,CHASUS33XXX,141,15
UBSWCHZH80A,UTIBINBBXXX,142,17
UTIBINBBXXX,UBSWCHZH80A,142,15
CCBCCNBJXXX,UTIBINBBXXX,114,13
UTIBINBBXXX,CCBCCNBJXXX,114,15
RABONL2UXXX,UTIBINBBXXX,166,17
UTIBINBBXXX,RABONL2UXXX,166,15
RBOSGB2LXXX,UTIBINBBXXX,218,11
UTIBINBBXXX,RBOSGB2LXXX,218,15
SOGEFRPPXXX,UTIBINBBXXX,153,19
UTIBINBBXXX,SOGEFRPPXXX,153,15
MIDLGB22XXX,UTIBINBBXXX,235,13
UTIBINBBXXX,MIDLGB22XXX,235,15
COBADEFFXXX,UTIBINBBXXX,178,19
UTIBINBBXXX,COBADEFFXXX,178,15
WPACAU2SXXX,UTIBINBBXXX,176,20
UTIBINBBXXX,WPACAU2SXXX,176,15
INGBNL2AXXX,UTIBINBBXXX,238,14
UTIBINBBXXX,INGBNL2AXXX,238,15
PCBCCNBJXXX,UTIBINBBXXX,204,20
UTIBINBBXXX,PCBCCNBJXXX,204,15
IRVTUS3NXXX,CITIUS33XXX,57,14
CITIUS33XXX,IRVTUS3NXXX,57,10
NFBKUS33XXX,CITIUS33XXX,72,19
CITIUS33XXX,NFBKUS33XXX,72,10
WFBIUS6SXXX,CITIUS33XXX,49,15
CITIUS33XXX,WFBIUS6SXXX,49,10
CIBCUS33XXX,CITIUS33XXX,87,10
CITIUS33XXX,CIBCUS33XXX,87,10
GFSIUS4PXXX,CITIUS33XXX,99,12
CITIUS33XXX,GFSIUS4PXXX,99,10
BOFAUS3NXXX,CITIUS33XXX,114,12
CITIUS33XXX,BOFAUS3NXXX,114,10
CHASUS33XXX,CITIUS33XXX,74,14
CITIUS33XXX,CHASUS33XXX,74,10
USBKUS44XXX,CITIUS33XXX,80,18
CITIUS33XXX,USBKUS44XXX,80,10
BNPAFRPPXXX,CITIUS33XXX,78,18
CITIUS33XXX,BNPAFRPPXXX,78,10
KNABNL2HXXX,CITIUS33XXX,232,16
CITIUS33XXX,KNABNL2HXXX,232,10
MHCBJPJTXXX,CITIUS33XXX,118,15
CITIUS33XXX,MHCBJPJTXXX,118,10
ABNANL2AXXX,CITIUS33XXX,164,16
CITIUS33XXX,ABNANL2AXXX,164,10
DEUTDEBBXXX,CITIUS33XXX,67,15
CITIUS33XXX,DEUTDEBBXXX,67,10
MMTOJPJTXXX,CITIUS33XXX,202,20
CITIUS33XXX,MMTOJPJTXXX,202,10
NATAAU3302S,CITIUS33XXX,153,16
CITIUS33XXX,NATAAU3302S,153,10
BLKBCH22XXX,CITIUS33XXX,227,17
CITIUS33XXX,BLKBCH22XXX,227,10
CRESCHZZXXX,CITIUS33XXX,137,11
CITIUS33XXX,CRESCHZZXXX,137,10
CRLYFRPPXXX,CITIUS33XXX,201,12
CITIUS33XXX,CRLYFRPPXXX,201,10
AGRIFRPPXXX,CITIUS33XXX,85,11
CITIUS33XXX,AGRIFRPPXXX,85,10
HSBCGB2LXXX,CITIUS33XXX,187,14
CITIUS33XXX,HSBCGB2LXXX,187,10
SBININBBFXD,CITIUS33XXX,102,15
CITIUS33XXX,SBININBBFXD,102,10
ANZBAU3MXXX,CITIUS33XXX,168,13
CITIUS33XXX,ANZBAU3MXXX,168,10
BOTKJPJTXXX,CITIUS33XXX,61,15
CITIUS33XXX,BOTKJPJTXXX,61,10
BARCGB22XXX,CITIUS33XXX,208,18
CITIUS33XXX,BARCGB22XXX,208,10
SMBCJPJTXXX,CITIUS33XXX,145,14
CITIUS33XXX,SMBCJPJTXXX,145,10
CUSCAU2SXXX,CITIUS33XXX,154,20
CITIUS33XXX,CUSCAU2SXXX,154,10
ICICINBBCTS,CITIUS33XXX,203,20
CITIUS33XXX,ICICINBBCTS,203,10
ABOCCNBJXXX,CITIUS33XXX,82,10
CITIUS33XXX,ABOCCNBJXXX,82,10
BKCHCNBJXXX,CITIUS33XXX,90,12
CITIUS33XXX,BKCHCNBJXXX,90,10
HYVEDEMMXXX,CITIUS33XXX,200,10
CITIUS33XXX,HYVEDEMMXXX,200,10
HELADEF1RRS,CITIUS33XXX,227,10
CITIUS33XXX,HELADEF1RRS,227,10
BAFUCH22XXX,CITIUS33XXX,160,14
CITIUS33XXX,BAFUCH22XXX,160,10
UTIBINBBXXX,CITIUS33XXX,112,15
CITIUS33XXX,UTIBINBBXXX,112,10
HDFCINBBXXX,CITIUS33XXX,104,20
CITIUS33XXX,HDFCINBBXXX,104,10
UBSWCHZH80A,CITIUS33XXX,95,17
CITIUS33XXX,UBSWCHZH80A,95,10
CCBCCNBJXXX,CITIUS33XXX,65,13
CITIUS33XXX,CCBCCNBJXXX,65,10
RABONL2UXXX,CITIUS33XXX,80,17
CITIUS33XXX,RABONL2UXXX,80,10
RBOSGB2LXXX,CITIUS33XXX,191,11
CITIUS33XXX,RBOSGB2LXXX,191,10
SOGEFRPPXXX,CITIUS33XXX,171,19
CITIUS33XXX,SOGEFRPPXXX,171,10
MIDLGB22XXX,CITIUS33XXX,98,13
CITIUS33XXX,MIDLGB22XXX,98,10
COBADEFFXXX,CITIUS33XXX,182,19
CITIUS33XXX,COBADEFFXXX,182,10
WPACAU2SXXX,CITIUS33XXX,230,20
CITIUS33XXX,WPACAU2SXXX,230,10
INGBNL2AXXX,CITIUS33XXX,202,14
CITIUS33XXX,INGBNL2AXXX,202,10
PCBCCNBJXXX,CITIUS33XXX,190,20
CITIUS33XXX,PCBCCNBJXXX,190,10
IRVTUS3NXXX,CHASUS33XXX,97,14
CHASUS33XXX,IRVTUS3NXXX,97,14
NFBKUS33XXX,CHASUS33XXX,47,19
CHASUS33XXX,NFBKUS33XXX,47,14
WFBIUS6SXXX,CHASUS33XXX,88,15
CHASUS33XXX,WFBIUS6SXXX,88,14
CIBCUS33XXX,CHASUS33XXX,28,10
CHASUS33XXX,CIBCUS33XXX,28,14
GFSIUS4PXXX,CHASUS33XXX,20,12
CHASUS33XXX,GFSIUS4PXXX,20,14
BOFAUS3NXXX,CHASUS33XXX,104,12
CHASUS33XXX,BOFAUS3NXXX,104,14
CITIUS33XXX,CHASUS33XXX,113,10
CHASUS33XXX,CITIUS33XXX,113,14
USBKUS44XXX,CHASUS33XXX,49,18
CHASUS33XXX,USBKUS44XXX,49,14
BNPAFRPPXXX,CHASUS33XXX,129,18
CHASUS33XXX,BNPAFRPPXXX,129,14
KNABNL2HXXX,CHASUS33XXX,216,16
CHASUS33XXX,KNABNL2HXXX,216,14
MHCBJPJTXXX,CHASUS33XXX,85,15
CHASUS33XXX,MHCBJPJTXXX,85,14
ABNANL2AXXX,CHASUS33XXX,214,16
CHASUS33XXX,ABNANL2AXXX,214,14
DEUTDEBBXXX,CHASUS33XXX,130,15
CHASUS33XXX,DEUTDEBBXXX,130,14
MMTOJPJTXXX,CHASUS33XXX,228,20
CHASUS33XXX,MMTOJPJTXXX,228,14
NATAAU3302S,CHASUS33XXX,237,16
CHASUS33XXX,NATAAU3302S,237,14
BLKBCH22XXX,CHASUS33XXX,160,17
CHASUS33XXX,BLKBCH22XXX,160,14
CRESCHZZXXX,CHASUS33XXX,188,11
CHASUS33XXX,CRESCHZZXXX,188,14
CRLYFRPPXXX,CHASUS33XXX,224,12
CHASUS33XXX,CRLYFRPPXXX,224,14
AGRIFRPPXXX,CHASUS33XXX,80,11
CHASUS33XXX,AGRIFRPPXXX,80,14
HSBCGB2LXXX,CHASUS33XXX,60,14
CHASUS33XXX,HSBCGB2LXXX,60,14
SBININBBFXD,CHASUS33XXX,88,15
CHASUS33XXX,SBININBBFXD,88,14
ANZBAU3MXXX,CHASUS33XXX,115,13
CHASUS33XXX,ANZBAU3MXXX,115,14
BOTKJPJTXXX,CHASUS33XXX,65,15
CHASUS33XXX,BOTKJPJTXXX,65,14
BARCGB22XXX,CHASUS33XXX,108,18
CHASUS33XXX,BARCGB22XXX,108,14
SMBCJPJTXXX,CHASUS33XXX,66,14
CHASUS33XXX,SMBCJPJTXXX,66,14
CUSCAU2SXXX,CHASUS33XXX,177,20
CHASUS33XXX,CUSCAU2SXXX,177,14
ICICINBBCTS,CHASUS33XXX,146,20
CHASUS33XXX,ICICINBBCTS,146,14
ABOCCNBJXXX,CHASUS33XXX,189,10
CHASUS33XXX,ABOCCNBJXXX,189,14
BKCHCNBJXXX,CHASUS33XXX,166,12
CHASUS33XXX,BKCHCNBJXXX,166,14
HYVEDEMMXXX,CHASUS33XXX,108,10
CHASUS33XXX,HYVEDEMMXXX,108,14
HELADEF1RRS,CHASUS33XXX,138,10
CHASUS33XXX,HELADEF1RRS,138,14
BAFUCH22XXX,CHASUS33XXX,116,14
CHASUS33XXX,BAFUCH22XXX,116,14
UTIBINBBXXX,CHASUS33XXX,163,15
CHASUS33XXX,UTIBINBBXXX,163,14
HDFCINBBXXX,CHASUS33XXX,74,20
CHASUS33XXX,HDFCINBBXXX,74,14
UBSWCHZH80A,CHASUS33XXX,144,17
CHASUS33XXX,UBSWCHZH80A,144,14
CCBCCNBJXXX,CHASUS33XXX,180,13
CHASUS33XXX,CCBCCNBJXXX,180,14
RABONL2UXXX,CHASUS33XXX,216,17
CHASUS33XXX,RABONL2UXXX,216,14
RBOSGB2LXXX,CHASUS33XXX,119,11
CHASUS33XXX,RBOSGB2LXXX,119,14
SOGEFRPPXXX,CHASUS33XXX,238,19
CHASUS33XXX,SOGEFRPPXXX,238,14
MIDLGB22XXX,CHASUS33XXX,104,13
CHASUS33XXX,MIDLGB22XXX,104,14
COBADEFFXXX,CHASUS33XXX,95,19
CHASUS33XXX,COBADEFFXXX,95,14
WPACAU2SXXX,CHASUS33XXX,83,20
CHASUS33XXX,WPACAU2SXXX,83,14
INGBNL2AXXX,CHASUS33XXX,78,14
CHASUS33XXX,INGBNL2AXXX,78,14
PCBCCNBJXXX,CHASUS33XXX,165,20
CHASUS33XXX,PCBCCNBJXXX,165,14
ADDBINBBXXX,HDFCINBBXXX,17,19
HDFCINBBXXX,ADDBINBBXXX,17,20
SBININBBFXD,HDFCINBBXXX,19,15
HDFCINBBXXX,SBININBBFXD,19,20
KKBKINBBXXX,HDFCINBBXXX,27,17
HDFCINBBXXX,KKBKINBBXXX,27,20
INDBINBBBBI,HDFCINBBXXX,103,10
HDFCINBBXXX,INDBINBBBBI,103,20
ICICINBBCTS,HDFCINBBXXX,129,20
HDFCINBBXXX,ICICINBBCTS,129,20
CORPINBBXXX,HDFCINBBXXX,41,15
HDFCINBBXXX,CORPINBBXXX,41,20
UTIBINBBTCP,HDFCINBBXXX,103,19
HDFCINBBXXX,UTIBINBBTCP,103,20
UTIBINBBXXX,HDFCINBBXXX,27,15
HDFCINBBXXX,UTIBINBBXXX,27,20
IDIBINBBTSY,HDFCINBBXXX,78,17
HDFCINBBXXX,IDIBINBBTSY,78,20
BNPAFRPPXXX,HDFCINBBXXX,204,18
HDFCINBBXXX,BNPAFRPPXXX,204,20
KNABNL2HXXX,HDFCINBBXXX,134,16
HDFCINBBXXX,KNABNL2HXXX,134,20
MHCBJPJTXXX,HDFCINBBXXX,168,15
HDFCINBBXXX,MHCBJPJTXXX,168,20
ABNANL2AXXX,HDFCINBBXXX,141,16
HDFCINBBXXX,ABNANL2AXXX,141,20
DEUTDEBBXXX,HDFCINBBXXX,221,15
HDFCINBBXXX,DEUTDEBBXXX,221,20
MMTOJPJTXXX,HDFCINBBXXX,116,20
HDFCINBBXXX,MMTOJPJTXXX,116,20
NATAAU3302S,HDFCINBBXXX,66,16
HDFCINBBXXX,NATAAU3302S,66,20
BLKBCH22XXX,HDFCINBBXXX,88,17
HDFCINBBXXX,BLKBCH22XXX,88,20
CRESCHZZXXX,HDFCINBBXXX,195,11
HDFCINBBXXX,CRESCHZZXXX,195,20
CRLYFRPPXXX,HDFCINBBXXX,123,12
HDFCINBBXXX,CRLYFRPPXXX,123,20
AGRIFRPPXXX,HDFCINBBXXX,192,11
HDFCINBBXXX,AGRIFRPPXXX,192,20
HSBCGB2LXXX,HDFCINBBXXX,209,14
HDFCINBBXXX,HSBCGB2LXXX,209,20
ANZBAU3MXXX,HDFCINBBXXX,208,13
HDFCINBBXXX,ANZBAU3MXXX,208,20
BOTKJPJTXXX,HDFCINBBXXX,131,15
HDFCINBBXXX,BOTKJPJTXXX,131,20
